1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TCGA-3B-A9HU-10A-01D-A38Y-01	0	0	4.8521	0	1.9793	13.321	2.1143	0.8294	1.8172	5.6163	1.652	0	0	0	0	0	0	0.5821	0.8015	0	3.8151	0
TCGA-DX-A1KY-10A-01D-A24M-01	0	0	0	3.1655	0	0	0	0	0	0	0	0	0	2.6396	0	0	0	0	0	0	0	0
TCGA-DX-A6YV-10B-01D-A350-01	0	2.485	0	0	0	0	0	0	0	0	0	0	0	4.6887	0	0	0	0	0	0	0	0
TCGA-IW-A3M4-10B-01D-A21P-01	0	0	0	4.8206	0	0	0	0	0	0	0	0	0	0	0	0	2.1896	0	0	0	0	0
TCGA-QC-A6FX-10B-01D-A32H-01	0	0	0	0	0	0	1.734	0	0	0	0	0	0	0	0	2.2216	0	0	0	0	0	0
TCGA-HB-A2OT-01A-11D-A21P-01	1.3242	0	0	4.7078	5.2615	5.3273	4.6895	0	2.1351	2.2398	0	1.5881	9.1568	0.5941	0	5.6649	5.501	0	0	0.3014	0	1.4732
TCGA-DX-A2IZ-10A-01D-A21P-01	0	0	0.8155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A2IZ-01A-11D-A21P-01	114.2818	0	0.9144	0	398.9855	0	0	3.3554	0	0	0	997.9321	0	119.4294	8.692	0	0	1.6739	0	0.7783	3.1256	0
TCGA-KD-A5QU-01A-11D-A27O-01	7.3078	2.261	6.3029	2.9664	4.6843	14.4635	2.3815	8.8541	4.9094	8.6992	0	8.011	0	0	0	0.8979	9.8168	0	0.9834	7.5539	0	1.7059
TCGA-QQ-A8VF-01A-11D-A37B-01	0.9085	0	4.4608	0	12.7374	0.8993	66.641	4.6055	4.4813	0	0	14.8777	0	4.0017	11.5113	0	0	16.3296	48.0518	13.0985	1.6266	3.2665
TCGA-KD-A5QS-10A-01D-A27O-01	0	0	0	0	0	8.5036	0	0	0	0	0	0	0	0	2.6277	6.6467	0	0	0	0	0	0
TCGA-DX-AB2P-01A-11D-A386-01	7.8666	5.2115	1.0894	18.5755	18.3061	2.8179	0	12.0279	4.6423	0	0	0.8585	22.0592	12.899	2.0887	2.191	15.0086	1.1114	0.2677	13.5381	0	1.0153
TCGA-JV-A5VF-10A-01D-A29M-01	0	0	0	0	0	0	0	0	0	0	0.9304	0	0	0	0	0.8669	0	0	0	0	0	0
TCGA-MO-A47P-01A-11D-A24M-01	0.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8595	0	0	0	0	0
TCGA-DX-A8BT-01A-11D-A37B-01	0	0.3219	1.0791	0.4681	11.1558	0	27.2133	0	0	22.2144	0	0	0	65.1145	1.829	2.1053	0	0	11.3231	0	0	3.2625
TCGA-N1-A6IA-01A-12D-A32H-01	18.73	10.4823	0.2655	9.3076	13.8645	3.7039	0	4.0524	0.3494	0	0.7752	0.3436	3.2296	0.5635	0	0	13.5536	0	3.7093	3.7042	5.5775	0.3272
TCGA-UE-A6QU-01A-12D-A32H-01	5.7967	5.349	36.4566	20.2645	67.1031	2.6206	4.778	10.8903	14.3179	1.8565	9.8448	4.619	0.4197	2.7205	0.6215	0	6.3573	2.7759	4.7154	12.5791	3.4024	0.5133
TCGA-Z4-A8JB-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HX-01A-11D-A38Y-01	1.3825	7.4612	4.8375	0.9259	0.4222	0	4.2449	2.2803	5.1284	1.1626	1.3191	0	7.9609	14.0943	1.1921	2.6101	2.7824	0	183.1238	0	1.4052	0.4555
TCGA-Z4-A9VC-01A-11D-A37B-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A1KW-01A-22D-A24M-01	0	6.4176	3.1195	0.4299	136.2524	4.6653	5.7516	13.8215	5.6737	1.2848	0	1014.5369	2.9526	0	2.6512	11.5741	1.9845	5.4869	11.108	6.3327	1.3971	0
TCGA-SG-A6Z4-10A-01D-A33G-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9158	0	0
TCGA-X6-A7WD-01A-21D-A350-01	0	2.2389	1.0097	2.9875	4.9026	0	0.2822	3.0782	1.1617	14.8149	1.7154	1.6065	0	0	0.9361	0.2689	16.6166	3.7043	0.2918	0	0	0
TCGA-DX-A48R-01A-11D-A306-01	2.1766	1.173	17.2262	0	3.2006	1.4274	4.761	2.8322	0.8274	3.8577	1.7778	1.3189	2.5169	2.33	0	0	97.0357	1.4267	16.9082	0.9192	0.2576	0
TCGA-QQ-A5V9-11A-31D-A32H-01	0	0	0	0	0	0	0	2.4525	0	0	4.5842	0	2.3334	0	0	2.5369	0	0	0	0	0	0
TCGA-MB-A5Y8-01A-11D-A29M-01	17.7947	5.9423	2.8481	2.8763	0.4191	4.2617	6.2894	2.5942	5.0917	1.4231	0.2597	1.3278	0	0	1.1104	0.3108	2.6315	0	0.3031	14.0455	5.6698	0
TCGA-DX-A6BB-01A-12D-A32H-01	7.2882	0	2.3775	0.4724	0	0	11.165	0	4.4193	0	0.6588	0	9.1879	0.514	0	0	1.8076	0	0	4.1104	0.6284	1.897
TCGA-MJ-A850-01A-11D-A350-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A2J0-01A-11D-A21P-01	330.4673	0	15.9449	0	109.9841	0	0	0	64.4657	0	0	1179.0644	0.5373	0	0	2.2057	3.9021	0	4.6014	0.2993	58.7579	0.255
TCGA-DX-A3U8-10A-01D-A29M-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WK-A8Y0-01A-11D-A416-01	18.9477	46.9454	9.2904	3.8922	0	9.0266	8.543	10.8894	0	19.8809	0	6.868	18.4731	2.9263	0	3.3879	34.5988	4.2107	0	19.9236	2.1388	0.6831
TCGA-QQ-A5VB-11B-11D-A36L-01	0.9761	0	0	0	0	0	0	0	0	0	0	0	0	2.7158	0	0	0	0	0	0	0	0
TCGA-DX-A3UA-01A-12D-A306-01	3.3921	10.0771	6.7307	31.3833	3.1101	0	0	7.393	3.2089	0	0	3.1216	0	0	0	0.447	1.2813	0	2.8593	1.3383	0.26	0.4516
TCGA-DX-A3U5-01A-11D-A227-01	0.7066	3.7538	2.7177	50.4397	9.3231	151.7195	10.1115	6.0543	8.3233	6.4913	11.074	999.3382	2.3219	0	0	12.7614	21.695	1.1782	4.8627	2.4232	0	0
TCGA-DX-AB36-01A-11D-A416-01	159.089	0	7.313	12.2023	9.1537	0	0	2.1612	29.2028	0	244.5022	730.173	0	0	0	0	0	87.9995	2.1264	0	0	0
TCGA-SI-AA8B-10A-01D-A389-01	0	1.2862	0	1.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-AB2X-10A-01D-A389-01	0	0	0	0	0	0	0	0	0	0	2.864	0.9051	0	0	0	0	0	0	0	5.1265	0	0
TCGA-K1-A42W-01A-11D-A24M-01	18.8509	0	7.7635	0	47.2492	0	0	0	0	2.964	0	3.6229	0	0	4.366	0	0	0	4.2615	2.8837	0	0
TCGA-IS-A3KA-01A-11D-A21P-01	0.5065	3.9185	0	12.7449	0.3227	58.726	6.1787	7.2334	2.5442	2.3689	6.5131	1.0312	1.2486	0.6153	2.9706	1.6362	4.8035	0.3153	2.8044	2.1715	0.5476	1.7967
TCGA-DX-A1L1-10A-01D-A24M-01	0	0	0	0	0	0	0	0	0	0	0	4.2342	0	0	0	0	0	0	0	0	1.0921	0
TCGA-DX-A3U6-10A-01D-A29M-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IS-A3K7-10A-01D-A21P-01	0	0	0	0	0.9033	0	0	0.9806	0	0	0	0	0	3.1405	0	0	0	0	0	0	0	0
TCGA-DX-A6BH-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A3UF-01A-11D-A306-01	6.207	13.1121	14.3078	6.5768	17.1739	7.9277	7.4398	14.1794	7.5025	0	0.9637	2.0811	0	4.4841	6.1774	0	0.7275	0	2.5464	1.1216	3.5771	0
TCGA-PT-A8TR-01A-11D-A37B-01	2.244	0	0	0	0	0	0	1.8251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A3UB-01A-11D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A7ER-01A-11D-A40C-01	0	0	0	5.4619	2.2251	0	0	0	0	0	5.728	0	0	0	0	0	0	0	0	0	0	1.107
TCGA-DX-A8BM-10B-01D-A419-01	0	0	0	1.1744	0	2.7527	2.524	0	0	0	0	0	0	0	0	0	2.156	1.785	0	0	1.4345	0
TCGA-DX-A3LT-10A-01D-A21P-01	0	0	0	0	0	0	0.9073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0209
TCGA-JV-A75J-01A-11D-A32H-01	2.7724	35.9523	0	0	0	0.9839	21.3381	166.06	15.0824	52.6007	0	3.5716	0	0	13.2275	15.3762	6.9621	0	30.555	1.4789	27.2346	50.4566
TCGA-DX-AATS-10A-01D-A419-01	0	0	0	0	0	2.6095	0	1.0396	0	0	0	1.2761	0	0	0	0	0	0	0	0	2.4324	0
TCGA-QQ-A5VB-01A-11D-A36I-01	9.2925	6.5622	3.5946	7.2876	0	9.0702	0.9212	20.4053	11.9378	0	0	5.923	0.6253	7.4935	0	8.0365	1.7637	2.8413	6.6192	6.2087	1.2022	6.2368
TCGA-IF-A4AJ-01A-11D-A24M-01	6.7994	2.2604	1.5084	0.6777	0.6355	0	0	10.7653	0.6301	0	0.6377	0.664	0	0.6452	2.3663	0.609	1.2538	2.5556	0.5078	3.1783	0.4392	0
TCGA-DX-A2J0-10A-01D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A7EL-10A-01D-A36L-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9259	0	0	0	0	0
TCGA-3B-A9HT-10A-01D-A38Y-01	4.2584	4.7655	2.6605	0	0	0	0	0	0	0	0	0	0	6.0345	0	0	0	0	0	0	0	0
TCGA-VT-A80J-01A-11D-A36I-01	5.1839	3.0208	45.045	11.5339	4.028	1.8047	40.7326	27.771	0	0.5551	1.9553	2.9291	0	3.816	16.4231	0	0.3248	1.8987	14.6329	2.5369	0	0
TCGA-MB-A5Y8-10A-01D-A29M-01	0	0.9746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A1KY-01A-11D-A24M-01	107.0615	33.2041	125.1085	74.1181	0.6139	4.0667	49.786	58.265	5.7318	0	1.8973	81.9132	32.4304	0.4138	17.7439	0	25.8821	32.9981	34.7835	2.6376	3.4368	3.0752
TCGA-DX-A8BH-01A-11D-A37B-01	0	7.9033	89.6331	0.5607	13.2398	0	36.7065	23.9446	73.7776	0	5.6318	5.1526	0	2.2926	0	2.5434	1.0436	3.5646	1.8696	2.2995	1.6761	1.0586
TCGA-LI-A67I-10A-01D-A306-01	0	0	0	2.1431	0	1.0836	0	0.8801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HR-10A-01D-A389-01	0	0	1.0623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-AB2E-10A-01D-A38Y-01	0	0	0.8805	0.8731	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9371	0	0	0	0
TCGA-DX-A8BT-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-3R-A8YX-01A-11D-A37B-01	28.0878	0.9545	12.3137	14.3155	5.1801	2.4601	0	24.874	89.966	0	25.275	475.925	11.0933	0.5918	0.3545	1.564	48.7831	0	1.4109	4.8806	0	0
TCGA-DX-AB35-11A-11D-A419-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0469	0	0	0	2.7499	0	0	0
TCGA-MJ-A850-10A-01D-A350-01	0	0	0	0	0	0	0	0	0	0	0	0	0.9633	0	0	0	0	0	0	0	0	0
TCGA-FX-A48G-01A-11D-A24M-01	6.5367	7.4031	8.9458	4.6888	2.6314	4.7485	6.6067	6.0654	38.0122	10.5429	6.1349	16.3632	1.3368	2.0391	5.1619	1.4628	17.6484	0.252	3.0697	23.2183	1.2377	0.4589
TCGA-KD-A5QT-01A-11D-A27O-01	9.0723	5.3777	5.9448	0	0.4538	9.6994	4.4572	0	0	0	0	0	3.8402	0	0	1.0908	6.8001	0	1.934	0	5.7701	7.2805
TCGA-DX-A6B8-01A-11D-A306-01	39.9592	21.7644	2.5196	54.1468	24.3425	7.2865	18.4408	23.9233	45.5282	0	14.0397	0	11.1186	12.2313	0	0	17.8933	2.8511	13.7008	4.9092	6.0018	0
TCGA-HS-A5N9-10A-01D-A26F-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-MO-A47R-01A-11D-A24M-01	0	4.3434	0.6577	0.6072	0.6201	0	0.6148	1.9216	0	0	0	5.6878	0	0	0	3.3139	4.099	1.2285	1.0034	0	0	0.6228
TCGA-FX-A3NJ-10A-01D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A1KZ-10A-01D-A24M-01	0	0	0	0	0	0	0	0	0.9508	0	0	12.8971	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A6BF-01A-11D-A306-01	122.2529	16.3516	4.136	12.2703	33.6495	0	2.8475	4.9527	4.7946	6.4887	0.5835	612.1365	3.7231	0	0	0	28.2577	1.2433	0.4671	0	3.3056	1.218
TCGA-DX-A48U-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A8BR-10B-01D-A419-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
