1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TCGA-DX-A7ET-01A-11D-A36I-01	4.4242	2.0178	0.8091	2.5745	30.6713	21.2006	4.0448	3.9648	22.1136	1.4649	0.27	1.3293	0	3.6408	5.8133	0	0	0	43.3349	1.1497	1.9788	3.7499
TCGA-DX-A3LY-10B-01D-A27O-01	0.98	0	0	0	0	0.916	0	0	0	0	0	0.981	4.1941	0	0.8457	0	3.8832	0	0	0	0	0
TCGA-DX-A7ER-01A-11D-A36I-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8292
TCGA-DX-AB2G-01A-11D-A38Y-01	0	0.5775	46.4459	0	21.4059	126.7633	0	0	0	0	7.604	749.0512	0	0	0	0	0	14.836	0	0	0	0
TCGA-DX-A3U5-10A-01D-A229-01	0	0	0	0	0	0	0	0	0	0	0	9.5789	0	0	0	0	0	0	0	0	0	0
TCGA-JV-A75J-10A-01D-A32H-01	4.3731	1.6931	0	0	0	0	0	0	0	0	0	0	3.1476	0	0	0	0	0	0	0	0	0
TCGA-DX-A1L0-10A-01D-A24M-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A6BB-10A-01D-A32H-01	0	6.0167	0	0	0	0	0	0	0	0	0.7098	0	0	0.8731	0	0	0	0	0	0	0	0
TCGA-WK-A8XX-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0.9955	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IE-A4EH-01A-11D-A24M-01	2.953	6.2597	1.941	1.0216	3.0684	4.674	3.3761	1.3099	2.4804	0.5183	8.6114	0	2.2938	0.3406	1.4729	5.2454	5.2995	1.754	2.2114	1.3856	1.2305	0
TCGA-3B-A9HL-01A-11D-A386-01	102.9627	27.3205	1.2953	3.1163	3.3061	239.785	0	11.3761	42.1777	12.7626	1.2991	1035.5397	0	0	36.9321	0.611	0.5895	4.9834	2.1824	0	0	0.2587
TCGA-DX-A8BN-11A-22D-A37E-01	0	0	0	0	0	4.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-K1-A6RV-01A-11D-A32H-01	43.7061	22.0712	17.9576	45.058	19.718	0.6574	1.6076	4.8815	17.3882	26.9091	9.9563	2.3313	6.8351	9.1249	2.0006	0	4.0223	2.5731	5.2599	1.2659	10.3938	0.6482
TCGA-DX-A6YX-01A-11D-A416-01	16.349	3.2119	11.4061	0	2.0039	3.3226	18.6553	98.4016	0	0.8505	18.7258	17.262	0	5.1388	7.4216	0	10.7672	6.5644	0	6.1531	0	2.6609
TCGA-DX-A8BK-10A-01D-A37E-01	0	0	0	0	0	0	0	1.1257	0	0	0	0	0	0	0	0	0	2.9802	3.374	0	0	0
TCGA-DX-AB37-10A-01D-A419-01	0	0	1.1281	0	2.1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0765
TCGA-FX-A76Y-10A-01D-A350-01	0	0	0	0	5.7084	2.0474	0	0	0	0	4.4173	0	0	0	0	0	0	0	0	0	0	0
TCGA-MJ-A68H-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9I0-10A-01D-A38Y-01	8.4277	7.954	6.2463	4.0506	11.7793	17.8039	1.8679	6.6956	0	20.9765	0.5888	4.891	13.205	0.7957	0.5517	10.5689	0.2529	7.1438	7.5854	1.341	13.232	3.8056
TCGA-DX-A1L2-01A-22D-A24M-01	380.9796	3.7767	57.135	4.2251	47.893	2.4593	173.3162	8.3161	4.1047	0	0.3532	5.0124	0	9.4375	0.7218	0	14.6101	2.765	8.2483	0.3617	0	0.3692
TCGA-HB-A3L4-01A-11D-A21P-01	14.9928	0.7642	13.5494	12.3294	1.671	3.7057	0.8525	1.6156	180.1779	4.6024	1.3059	8.2802	5.4575	0.5956	1.149	0.9481	2.5125	2.4009	0	0.8524	2.1206	0
TCGA-DX-A6YS-10A-01D-A350-01	0	1.0644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-FX-A2QS-11A-11D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IE-A4EI-01A-11D-A24M-01	4.4027	0	3.2828	0	2.9083	0	17.6447	0.5116	1.5646	0.5544	0	0	0	0	6.3701	0	0	2.9972	3.015	1.2766	0	0.3564
TCGA-IF-A4AJ-11A-12D-A24M-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8629	0	0	0	0	1.012
TCGA-3B-A9HI-10A-01D-A389-01	78.981	45.4839	30.5452	30.9537	53.1869	54.5693	45.8061	33.4116	33.3668	33.9041	21.8167	35.9074	29.1358	19.493	23.8945	21.8811	18.699	26.5808	13.0615	20.8703	22.7638	6.6769
TCGA-DX-A1L3-01A-11D-A24M-01	163.6976	0	0	0	58.089	25.8745	0	0	0	0	0	459.5017	0.6141	0	29.8089	0	0	48.3937	35.6257	0	0	0
TCGA-MB-A8JK-01A-11D-A36I-01	21.7625	20.1344	18.9271	1.757	0.5615	7.3584	2.4331	3.5432	13.2096	8.9719	1.4878	14.1012	7.004	0	5.661	4.4299	8.3261	1.8094	15.6064	5.8718	2.5457	0
TCGA-DX-A8BL-10A-01D-A419-01	0	0	0	0	0	0	0	0	0	0.9532	0.9017	0	0	0	0	0	0	0	0	0.9577	0.9885	0
TCGA-QC-AA9N-01A-11D-A38Y-01	2.8716	9.1641	10.4425	5.1374	1.4788	2.6141	15.098	1.4729	12.8321	2.1206	2.7841	26.3664	26.2944	0.8278	0.5816	4.1496	12.0423	6.2331	3.5612	8.3308	69.679	0.2875
TCGA-FX-A3TO-01A-11D-A227-01	18.3982	7.2104	30.5365	7.0654	59.8459	18.2381	50.7811	4.117	77.7429	10.3981	85.4046	130.6112	0	14.4554	205.0268	0	112.1568	55.2124	11.0239	22.1625	1.5379	6.3911
TCGA-IW-A3M5-01A-22D-A21P-01	13.2682	28.8609	40.9273	0.4998	9.3699	25.7158	6.156	14.6483	1.2864	10.4744	0.6848	10.132	1.8882	6.4588	9.6641	3.8359	0.6255	4.2939	15.3894	22.333	0.2564	0
TCGA-K1-A6RU-10A-01D-A32H-01	1.051	4.1621	0	0	0	0	4.2506	0	0	0	0	0.5743	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HV-10A-01D-A38Y-01	151.7212	121.2741	117.1131	115.7087	145.1724	124.0793	122.5801	122.5144	79.8783	94.4224	65.1519	92.4235	84.5159	51.8583	43.4159	41.0103	29.4868	62.7408	12.1171	24.9655	24.4309	7.9439
TCGA-DX-A23Y-01A-11D-A27O-01	7.6501	4.0632	25.4282	6.1855	6.8141	481.0181	8.8676	27.6581	5.8114	0	0.9843	845.6597	2.2892	18.5671	8.1954	24.3156	3.2568	0.8861	13.896	0.5179	0	0
TCGA-WK-A8XS-01A-11D-A37B-01	2.3759	1.5528	2.2944	1.2495	1.4035	24.1786	0	0	2.1373	0.8389	2.2972	0	1.5618	6.3883	0.6178	0.8536	13.2973	0.6659	2.5133	2.2119	0	0
TCGA-DX-A3U6-01A-11D-A29M-01	119.6664	0	26.8726	0	3.6371	26.7903	32.4395	0	14.005	0	1.3362	212.1983	0	3.8052	0	0	2.2436	0	0	26.3228	0	1.3734
TCGA-DX-AB2P-10A-01D-A389-01	0	0	0	0	0	0	0	0	0	0	0	5.6407	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HZ-10A-01D-A38Y-01	11.3443	5.8529	0.8863	0.5471	5.8436	4.4837	0.7154	0	0	3.13	1.5868	0.6355	5.0582	0	0	2.6861	0.5924	0	0.3103	0	4.2048	0
TCGA-DX-AB35-01A-21D-A416-01	16.5207	21.2443	2.4982	11.2051	4.8965	14.4298	23.9016	24.9051	10.1338	29.9933	21.7643	389.86	0	0	17.4525	0	60.7242	32.2938	0.4151	1.3247	3.1434	0
TCGA-DX-A2J4-10A-01D-A21P-01	1.1162	0	0	0	0	3.9089	5.0279	0	0	0	0	0	0	0	0	0	0	0.9373	0	0	0	0
TCGA-DX-A3UB-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A8BV-10A-01D-A37E-01	1.0348	4.1292	0	0	0	1.0088	3.9307	0.7895	0	0	0	4.213	0	8.1832	0	0	0	0.9445	3.2521	0	0	0
TCGA-DX-A8BU-01A-11D-A37B-01	23.9179	13.1173	14.3745	22.8735	18.4708	93.5395	16.9851	4.3701	17.4372	0.6487	2.373	0	12.3821	0.4755	0.5533	0	3.7516	27.9218	45.8183	21.007	0	7.9511
TCGA-DX-A6YT-01A-21D-A350-01	23.0853	0	12.971	12.4476	8.7806	8.2637	10.2437	7.3328	24.9088	9.8472	8.8294	12.6428	0	21.7298	16.8717	2.6102	47.3126	0	5.9174	2.9951	3.6039	1.0689
TCGA-X6-A8C5-10A-01D-A36L-01	1.1141	0	0	0.8887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PC-A5DO-10A-01D-A26F-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A48J-10A-01D-A306-01	0.9475	0	1.0625	0	3.106	0	2.6332	0	0	0	3.0711	3.405	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A23T-10A-01D-A26F-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9335	7.104	0
TCGA-DX-A6BK-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PT-A8TR-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A48N-01A-11D-A306-01	154.7001	10.3668	9.2781	29.8722	0	94.3576	4.4326	41.4476	140.9025	0.2887	3.6804	668.6023	1.8815	5.9939	0	3.8991	9.2435	6.1186	67.3751	10.1414	0	4.3458
TCGA-DX-AB2L-01A-32D-A416-01	0	0	0	0	0	0	0	0	0	3.295	0	0	0	0	0	1.8185	0	0	0	1.1156	0.8831	0
TCGA-DX-A2J4-01A-32D-A21P-01	5.5887	0	0	0	0	0	0	0	0	0	0	721.7816	0	13.0616	14.428	2.0994	2.4599	19.8127	92.3929	0	4.8559	2.9978
TCGA-DX-A8BL-01A-11D-A416-01	36.699	11.0674	66.4722	27.7286	16.4453	24.4863	0.8613	25.8647	8.802	11.6873	10.1314	20.4303	0	19.9818	4.9788	9.1485	4.0565	2.4047	51.2885	42.8337	2.0802	0
TCGA-IW-A3M6-01A-11D-A21P-01	5.0787	34.3051	3.2661	1.415	1.201	2.1734	0.8028	0.8795	1.375	0.8461	0	2.276	0	1.4234	0	0.5605	1.2678	2.0795	0.2655	0.8824	0.9635	0
TCGA-PC-A5DK-01A-11D-A27O-01	0	14.8246	0	11.1164	0	4.7848	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5847	0	0
TCGA-HS-A5N8-10A-01D-A26F-01	2.8329	0	0	4.5509	0	0	0.8859	0	0	0	4.2177	0	0	0	0	0	0	0	1.0872	0	0	0
TCGA-DX-A48V-01A-11D-A306-01	0.5956	0	1.4326	0.8722	0.8521	0	0.5934	0.2739	0	0	0.2543	0.3003	0.5907	7.1802	1.8424	0.2894	0.6273	0.5297	0.3148	1.731	0.5104	0.314
TCGA-IE-A4EJ-10A-01D-A24M-01	0	0	0	0	0	0	0	1.0289	0	0	0	0	0	3.02	0	0	0	0	0	0	0	0
TCGA-DX-A8BZ-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.565	0
TCGA-RN-A68Q-01A-11D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-SI-AA8C-01A-11D-A386-01	1.7488	1.9488	18.0963	5.2119	0	2.1378	58.9095	2.2862	4.7151	2.1178	0	3.7117	0	1.4298	2.68	0.3369	5.8379	0	4.4672	6.2236	0.3116	0
TCGA-MB-A5Y9-01A-11D-A29M-01	0	0	0	13.9548	0.6272	4.7408	3.6724	3.4982	0	1.7903	10.4607	2.8844	16.7537	8.3749	0.6491	0	0.2584	0.5512	0	9.2509	0	0.7657
TCGA-DX-A6BK-01A-11D-A306-01	0.3473	0.8737	12.406	0	12.7534	2.4	0	1.0429	38.534	0	0	17.0849	18.3168	0	0	0	5.9553	36.6881	10.7989	0	0	0
TCGA-DX-A7EO-01A-11D-A36I-01	0	0	0	0	0	0	0	0	0	0	0.6252	0	0	0	0	0	0	0	0	0	0	0
TCGA-SI-A71O-01A-12D-A33D-01	23.5625	3.1874	24.1261	17.4396	15.2463	12.3631	27.8515	58.5232	3.6483	0	10.037	9.9009	17.2057	18.8411	2.8557	7.3474	3.094	9.9717	30.9444	18.0861	0	8.3407
TCGA-X6-A8C6-01A-11D-A36I-01	52.5137	7.4048	32.0482	7.1581	7.1608	10.0793	40.9761	56.9124	158.8906	7.4228	0.6022	38.6712	0.3153	76.3937	13.986	0	1.9454	0	9.242	35.6635	1.7249	6.0971
TCGA-FX-A3TO-10A-01D-A229-01	0	0	0	0	1.1238	0	0	0	0	0	0	1.0631	0	2.5624	0	0	0	0	0	0	0	0
TCGA-DX-A8BJ-01A-11D-A416-01	28.3482	14.5644	0	39.7032	0.9481	1.4213	21.6851	74.6732	1.6716	0	10.5439	35.2478	0	5.9589	0	0	5.5313	0	31.7454	0	0	1.2297
TCGA-X6-A7WA-10A-01D-A350-01	0	0	0	1.1156	0	0	0	0	0	0	1.5643	0	3.6443	0	0	0	0	0	0	3.351	0	0
TCGA-DX-A7EL-01A-12D-A40C-01	0	0	1.3364	10.7921	7.3432	0	0	0	0	0	0.8227	0	0	4.6409	0	0	3.0721	0	1.0724	0	0	0
TCGA-SI-A71Q-10A-01D-A33G-01	0	0	0	0.7963	20.1118	16.2609	0.8226	0	0	0	0	2.6284	0.2559	0	6.2748	0	0	0	0	2.705	0	0
TCGA-HS-A5NA-10A-01D-A26F-01	0	0	0	0	0	0	1.1615	0	0	0	0	4.8074	4.3691	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HV-01A-11D-A38Y-01	6.0726	5.4345	3.609	0.7115	0.541	0	6.7742	0.2567	1.0501	1.7992	4.6708	25.0256	10.016	0.7418	0	4.1349	0	28.2317	1.5559	5.0653	0	0.268
TCGA-Z4-A9VC-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.199	0	0	0	0	0	0	0
TCGA-DX-A3UC-01A-11D-A306-01	0	3.6712	0	0	0	0	1.0891	0	0	0	0	0	0	0	3.2047	0	6.873	0	4.563	0	0	0
TCGA-X6-A7WC-01A-12D-A350-01	161.5217	5.2185	21.3431	18.5957	64.0033	1.3098	17.3372	18.9255	2.3261	0.5268	8.9248	6.4957	0	45.7389	7.3272	1.3469	37.3649	2.8992	19.2873	12.8743	1.9957	0
TCGA-DX-A48K-01A-11D-A306-01	4.7462	3.4182	0	17.4401	1.8744	1.1894	0	1.1264	2.5919	0	3.7795	1.0675	11.5064	0	3.936	0	19.8568	0	44.16	0	5.4218	0.6248
TCGA-DX-A6YT-10B-01D-A350-01	0	0	0	0	0	0	0	0	0	0	0	1.2373	3.4129	1.0195	0	0	0	0	0	0	0	0
TCGA-FX-A48G-11A-12D-A24M-01	1.3579	0	0	0.6965	0	0	5.5058	0	0	0	0	0.7168	0	0.7457	0	0	0	0	0	0	0	0
TCGA-DX-A3UE-10A-01D-A306-01	0.3145	0	0	0	2.4334	3.8405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A6YU-10A-01D-A33G-01	0.9816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IS-A3K6-10A-01D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-AB2H-01A-11D-A38Y-01	238.9246	32.5027	0	0.8457	0	0	9.015	0	0.9312	0	32.7372	944.5917	0	0	0	52.0168	0.329	0	0	0	0	0
TCGA-X2-A95T-10A-01D-A37E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-X6-A7WC-10A-01D-A350-01	0	0	0	0	0	0	0	0.9481	0	0	1.2896	0	0	0	0	0	0	0	0	0	0	0
TCGA-K1-A3PO-10A-01D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0.8542	3.0214	0	0	0	0	0	0	1.1386	0
TCGA-DX-A1KU-10A-01D-A24M-01	0	0	0	0	0	0	0	0.8229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A7EN-11A-11D-A38Y-01	0	3.8983	0	0	0	0	0	0	2.6722	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-AB30-01A-11D-A38Y-01	0	0	0	0	0	0	30.44	33.0252	2.5813	1.5328	0	6.1043	0	1.5157	0	0	0	0	0	6.7648	0	0
TCGA-RN-AAAQ-01A-21D-A38Y-01	0	8.5706	0	5.1215	29.6152	0	42.6889	4.2527	0.3918	0	0	6.5931	4.1779	19.6239	0.3403	0	4.7351	0.7234	6.4389	8.7515	0	0
TCGA-IW-A3M6-10A-01D-A21P-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-X6-A8C7-01A-11D-A36I-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-PC-A5DM-10A-01D-A27O-01	1.1672	0.9882	0	5.4245	0	0	0	0	0	0	0	1.681	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9HQ-10A-01D-A389-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HB-A3L4-10A-01D-A21P-01	0	0	0	0	0	0.9703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-3B-A9I1-10A-01D-A38Y-01	28.2264	24.4541	5.879	15.4206	13.5861	8.7492	25.7075	10.3849	12.7101	22.5956	12.1489	6.7681	15.0395	4.3643	4.8714	6.5566	4.2706	8.0455	2.1078	6.07	7.9005	1.8858
TCGA-Z4-AAPG-10A-01D-A38Y-01	0	0	0	0.8337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-K1-A42W-10A-01D-A24M-01	0	0	9.7599	0.9637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8015	0	0
TCGA-MB-A5YA-01A-11D-A29M-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9703	3.1305	0	0	1.0327	0	1.9641	0
TCGA-WK-A8XY-10A-01D-A37E-01	0.9201	0	0	0	0	5.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A1KX-01A-22D-A24M-01	1.4807	15.6843	3.4366	35.0991	41.582	62.5774	115.8009	0.2581	25.769	4.5455	60.0938	15.5649	0	5.867	30.2482	4.308	0.4083	4.0605	36.6198	72.3221	62.0677	9.1836
TCGA-QQ-A5V2-01A-11D-A32H-01	0	0	0	1.3288	0	0.7517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A7ES-01A-31D-A38Y-01	3.3436	2.8085	0	5.4333	0	59.0393	0	0.7046	45.0298	0	0	395.6343	0	0	0	0	0	0	26.5445	2.8733	0	14.9806
TCGA-DX-A7ER-10A-01D-A36L-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4299	0	0.8312
TCGA-IF-A3RQ-01A-11D-A227-01	19.8183	43.3468	1.0618	0	3.0912	460.7164	0	0.2612	122.8909	0.506	5.7191	889.7298	0	51.2086	0	0.5266	51.8765	16.5566	0	7.1168	7.7722	0
TCGA-PC-A5DL-01A-11D-A26F-01	0	0.4935	0	1.5954	0	2.193	2.0351	1.0052	0	0	0	1.9292	0.5408	0	0.5266	0	5.6044	0.6664	0	0.5454	1.4942	0.5784
TCGA-DX-A6YR-01A-33D-A350-01	11.1701	5.243	2.5563	21.7455	10.3901	16.8568	28.4004	19.3472	26.2685	16.7954	47.9123	2.5748	27.7866	3.9252	1.3076	0	8.8384	8.8525	36.387	15.9273	45.2221	15.486
TCGA-MB-A5Y9-10A-01D-A29M-01	0	0	0	0	0	0	0	0	0	1.1042	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-WK-A8XQ-01A-11D-A37B-01	0	0.9461	0	0	0	0	0	1.451	0	1.5245	0	0	0	0	0	0	1.71	0	0	0	0	0
TCGA-JV-A5VF-01A-11D-A29M-01	18.4889	0	5.1282	4.6179	10.6656	14.417	8.7628	13.7511	7.9824	9.2258	0	0.2525	0	0	0.363	0.6933	3.3304	0	2.1218	0	1.9425	0
TCGA-DX-A6BF-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-IS-A3K6-01A-11D-A21P-01	5.836	0	1.1407	0	3.8707	0	0	1.0761	0.5158	0	0	0.9465	0	0	0	0	1.2546	0	0.2593	0	0	0
TCGA-IF-A3RQ-11A-11D-A229-01	68.3948	1.4948	0.2598	0.2758	96.9952	0	0	0	0	12.275	0	92.1133	0	0	0	0	0.3581	0	0	0	0	0
TCGA-DX-A6YV-01A-12D-A350-01	44.6019	18.2857	4.8629	4.1485	0	19.193	2.4292	0	17.9031	6.1547	25.5049	4.7675	2.44	3.2398	0	2.106	34.0553	0	8.6925	1.1451	9.5407	0
TCGA-DX-A8BX-01A-11D-A37B-01	0	7.1788	0	0	3.9521	4.1711	25.884	21.6659	4.2553	0	0	24.4641	0	0.5999	6.0576	0	0.8444	0	1.657	0.6277	0	0
TCGA-IW-A3M5-10A-01D-A21P-01	0	2.1913	0	0.9709	0	0	0	0	0	0	0.9019	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A2J1-01A-11D-A21P-01	0	0	0	3.9426	0	58.6511	0	0	21.0454	0	200.9773	384.4241	0	0.5384	0	0	0	0	0	10.0035	0	0
TCGA-DX-A48J-01A-21D-A306-01	4.2758	0	0.8359	0	0	0	0	0	2.6648	0.5589	0	2.3487	0	0	0	0	0	0	0.6562	0	0	0
TCGA-DX-A8BH-11A-43D-A37E-01	0	3.6978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9012	0	0	0
TCGA-DX-A1L3-10A-01D-A24M-01	0	0	0	0	0	0	0	0	0	0	0	0	0.9102	0	0	0	0	0	0	0	0	0
TCGA-SI-A71Q-01A-12D-A33D-01	9.1398	14.7735	45.058	3.6079	25.0699	16.0275	53.3329	85.9948	0	0	15.4589	36.754	0	5.8474	13.0177	2.6944	2.6974	1.3207	7.6088	2.6286	1.5162	3.2915
TCGA-DX-A8BZ-01A-11D-A37B-01	1.3069	18.5539	0.2554	0	0	0.2507	0.825299999999999	0	0	0	0.8254	0.6057	0	1.1604	0	0	0	21.2792	0	0	0	0.255
TCGA-3B-A9HY-01A-11D-A38Y-01	0.4517	7.4799	0.9974	0	2.4058	2.5878	0	0.5161	0	0	1.0797	0	0.4767	0	0	1.047	12.0143	0	1.1562	0.534	0	0.9298
TCGA-X9-A971-01A-11D-A386-01	8.4063	4.0807	4.1363	20.2071	5.2187	5.3529	4.7702	2.8776	6.4561	5.3209	0.92	0.9149	3.7839	68.1911	28.2953	2.9692	1.4092	3.2519	3.8918	10.8265	5.9599	5.6486
TCGA-DX-A3LS-01A-11D-A21P-01	1.6602	0	70.4066	40.0848	60.0105	77.951	41.9978	39.2272	26.138	0	0.3887	521.4154	0	5.9343	0	0	0	0	6.3273	44.7863	0	9.0599
TCGA-3B-A9HS-10A-01D-A38Y-01	0	10.6018	5.4165	0	0.3649	12.3544	0	1.999	0	4.8426	0	1.1364	4.4956	0	0	0	0	0.306	2.463	4.4922	9.1333	0
TCGA-HS-A5N9-01A-11D-A26F-01	19.5995	6.0938	0.5633	10.5098	0.7429	5.7729	4.0207	40.4988	7.7	8.5534	0	10.9981	1.3484	1.1548	2.0907	0.9214	7.1821	0.8513	1.3282	21.8676	0.9797	0.9861
TCGA-DX-A3M2-10A-01D-A229-01	0	0.9588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A6YX-10B-01D-A419-01	0	4.0856	0	0	0	0	0	0	0	0	0	1.1481	0	0	0	0	0	0	0	0	0	0
TCGA-SI-A71O-06A-11D-A386-01	6.8538	7.5432	26.3336	4.5029	1.309	20.9639	6.8664	2.6684	3.4043	3.1928	1.6596	7.6666	12.3315	6.1116	0.9938	13.3884	2.4162	8.7674	13.8519	4.3054	5.0407	2.1437
TCGA-DX-A3LW-10A-01D-A21P-01	0	0	0	0	0	5.4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-A3LS-10A-01D-A21P-01	0	0	0	0	0	2.9871	0	0	2.954	0	0	0	0	1.0663	0	0	0	0	0	0	0	0
TCGA-FX-A2QS-01A-11D-A21P-01	155.8705	75.5228	41.5582	64.7661	152.983	123.7549	267.6094	22.0391	73.0719	9.4163	70.7334	759.7333	3.5613	14.596	8.6653	14.9373	97.1077	7.5933	87.8474	17.8696	8.2719	15.4989
TCGA-DX-A7EN-01A-11D-A38Y-01	4.709	0	4.9716	5.1615	13.9912	5.3385	0.3561	3.1465	0.5566	2.3924	2.1428	4.8031	0.6125	6.4074	1.135	1.7665	0.5912	0.823	0.6684	1.1589	1.2735	0.6097
TCGA-DX-A48K-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	1.1538	0	0	0	0	0	0	0	0	0	0
TCGA-FX-A3NJ-01A-11D-A21P-01	0	0	0	0	0	0	0	1.4396	0	0	0	0	0	0	0	0	0	0	0	0.6369	0	0
TCGA-DX-A3U7-10A-01D-A29M-01	0	0	0	0	0	0	0	0	0	0	2.3274	0	0	0	0	0	0	0	0	0	0	2.9174
TCGA-MB-A5YA-10A-01D-A29M-01	0	0	0.9162	0	0	0	0	0	0	0	0	0	0	0	0.8564	0	0	0	0	0	0	0
TCGA-DX-A48P-01A-11D-A306-01	0.2683	0	7.7603	0	0.3626	4.4491	0	0	0	0	0.5183	0	0	0	0	0.5726	0.2581	0	1.1551	42.8527	0	0.723
TCGA-RN-A68Q-10A-01D-A306-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-DX-AB2G-10A-01D-A38Y-01	0	3.9321	0	3.0403	0	0	1.6833	0	2.6008	0	0	0	0	0	4.923	0	4.0335	0	6.7206	2.0117	0	0
TCGA-IE-A3OV-11A-22D-A229-01	4.831	0	0	4.8914	0	0	0	0	0	0	0	9.1537	0	0	0	3.8131	0	0	0	0	0	3.7223
TCGA-DX-A8BQ-01A-11D-A37B-01	0	0	0	0	0	0	0.3766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCGA-HB-A3YV-01A-11D-A24M-01	83.0193	7.6979	1.8474	171.7201	24.3865	724.9033	54.7125	4.9287	19.463	0.3293	11.3127	457.1314	22.5502	4.2322	3.0079	0	11.0685	24.7185	12.6716	15.7246	2.1993	3.6393
TCGA-HB-A5W3-01A-11D-A29M-01	3.5501	1.1948	0	1.2362	21.7518	1.1646	2.6249	1.8006	0.9918	0	2.8491	1.1652	0.2686	1.7842	1.335	1.1593	13.3428	0	2.409	2.5478	1.2822	1.1941
TCGA-WK-A8XZ-01A-11D-A37B-01	0	0.8276	1.6714	0	0	0	0	12.8903	7.6445	0	10.2431	9.9083	0	0	0	0	15.3069	0	0	0	0	0
